order_id,order_date,status,customer_id,customer_name,customer_phone,customer_email,city,district,delivery_type,delivery_cost,payment_method,payment_status,payment_amount,currency,total_amount,items_json
طلب-102604,2025-04-16T22:12:00,تم التسليم,عميل-2604,سارة ياسر,711215179,user65737@example.com,الحديدة,خور مكسر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,727500.0,YER,727500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":188500.0,""total"":565500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":12000.0,""total"":36000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":62000.0,""total"":124000.0}]"
طلب-102605,2025-03-20T09:09:00,تم التسليم,عميل-2605,خالد سالم,731487107,user701419@example.com,صنعاء,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,693500.0,YER,693500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":210500.0,""total"":631500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":19000.0,""total"":57000.0}]"
طلب-102606,2025-04-09T22:57:00,تم التسليم,عميل-2606,علي حسين,701438213,user232348@example.com,عدن,الحصبة,عادي,2000.0,بطاقة,تم الدفع,230500.0,YER,230500.0,[]
طلب-102607,2025-01-02T12:11:00,ملغي,عميل-2607,علي حسين,779248178,user816959@example.com,إب,شعوب,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,120000.0,YER,120000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":15000.0,""total"":15000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":69000.0,""total"":69000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":31000.0,""total"":31000.0}]"
طلب-102608,2025-01-03T04:07:00,ملغي,عميل-2608,هدى سالم,708491221,user815311@example.com,الحديدة,جبلة,سريع,خمسة آلاف,بطاقة,تم الدفع,910000.0,YER,910000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":171000.0,""total"":513000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":5000.0,""total"":5000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":193500.0,""total"":387000.0}]"
طلب-102609,2025-01-14T22:12:00,قيد الشحن,عميل-2609,خالد سالم,738382234,user480812@example.com,عمران,كريتر,سريع,5000.0,محفظة إلكترونية,تم الدفع,48000.0,YER,48000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":6000.0,""total"":6000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11500.0,""total"":23000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":7000.0,""total"":14000.0}]"
طلب-102610,2025-03-02T03:21:00,مؤكد,عميل-2610,يوسف طارق,711846369,user763993@example.com,عمران,كريتر,سريع,5000.0,محفظة إلكترونية,تم الدفع,72000.0,YER,72000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":32500.0,""total"":32500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":11500.0,""total"":34500.0}]"
طلب-102611,2025-04-23T01:07:00,ملغي,عميل-2611,هدى سالم,735594231,user367229@example.com,ذمار,القاهرة,سريع,5000.0,بطاقة,بانتظار الدفع,166000.0,YER,166000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6500.0,""total"":13000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":132000.0,""total"":132000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":8000.0,""total"":16000.0}]"
طلب-102612,2025-04-28T10:58:00,قيد الشحن,عميل-2612,محمد علي,700592681,user855506@example.com,عدن,التحرير,عادي,2000.0,بطاقة,بانتظار الدفع,196000.0,YER,196000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":14500.0,""total"":43500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":150500.0,""total"":150500.0}]"
طلب-102613,2025-03-30T07:04:00,قيد الشحن,عميل-2613,فاطمة أحمد,777383592,user881450@example.com,لحج,جبلة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,475000.0,YER,475000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":9000.0,""total"":9000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":228500.0,""total"":457000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":7000.0,""total"":7000.0}]"
طلب-102614,2025-04-11T03:48:00,قيد الانتظار,عميل-2614,محمد علي,705405118,user737190@example.com,لحج,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,32000.0,YER,32000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":10000.0,""total"":30000.0}]"
طلب-102615,2025-02-27T11:16:00,مؤكد,عميل-2615,علي حسين,702214382,user928815@example.com,عمران,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,516000.00 ريال,YER,516000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":163000.0,""total"":489000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":22000.0,""total"":22000.0}]"
طلب-102616,2025-02-07T00:46:00,مرتجع,عميل-2616,سارة ياسر,770598879,user12796@example.com,ذمار,كريتر,عادي,2000.0,بطاقة,تم الدفع,13000.0,YER,13000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":11000.0,""total"":11000.0}]"
طلب-102617,2025-01-09T07:58:00,ملغي,عميل-2617,ريم عادل,737798446,user887340@example.com,حجة,خور مكسر,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,564500.0,YER,564500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":55500.0,""total"":166500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11000.0,""total"":22000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":187000.0,""total"":374000.0}]"
طلب-102618,2025-04-30T20:04:00,تم التسليم,عميل-2618,فاطمة أحمد,716632199,user863997@example.com,تعز,القاهرة,سريع,5000.0,بطاقة,بانتظار الدفع,473000.0,YER,473000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":234000.0,""total"":468000.0}]"
طلب-102619,2025-02-18T07:55:00,مؤكد,عميل-2619,محمد علي,774194105,user196041@example.com,حجة,التحرير,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,20000.0,YER,20000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":7500.0,""total"":15000.0}]"
طلب-102620,2025-01-13T20:52:00,قيد الشحن,,محمد علي,701171530,@@,لحج,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,309000.0,YER,???,not-json
طلب-102621,2025-03-30T19:33:00,ملغي,عميل-2621,سارة ياسر,718295859,user649965@example.com,لحج,القاهرة,سريع,5000.0,محفظة إلكترونية,تم الدفع,252000.0,ريال يمني,252000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":42000.0,""total"":84000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":163000.0,""total"":163000.0}]"
طلب-102622,2025-02-19T21:06:00,ملغي,عميل-2622,محمد علي,733917848,user315892@example.com,إب,حدة,سريع,5000.0,بطاقة,بانتظار الدفع,17500.0,YER,17500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":12500.0,""total"":12500.0}]"
طلب-102623,2025-02-14T16:13:00,مؤكد,عميل-2623,ريم عادل,12345,user709213@example.com,عدن,الحصبة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,457000.0,YER,457000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":220000.0,""total"":440000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6000.0,""total"":12000.0}]"
طلب-102624,2025-02-04T00:49:00,مؤكد,عميل-2624,علي حسين,+967 775680079,user717110@example.com,إب,الحصبة,سريع,5000.0,بطاقة,بانتظار الدفع,412000.0,YER,412000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":21000.0,""total"":21000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":6000.0,""total"":6000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":190000.0,""total"":380000.0}]"
طلب-102625,2025-02-05T17:05:00,قيد الشحن,عميل-2625,أحمد محمد,711464480,user901280@example.com,تعز,خور مكسر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,517500.0,YER,517500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":240000.0,""total"":480000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":32500.0,""total"":32500.0}]"
طلب-102626,2025-01-01T10:11:00,تم التسليم,عميل-2626,محمد علي,771317005,user847611@example.com,عدن,الحصبة,عادي,2000.0,بطاقة,تم الدفع,593000.0,YER,593000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":197000.0,""total"":591000.0}]"
طلب-102627,2025-03-15T19:00:00,تم التسليم,عميل-2627,فاطمة أحمد,717515551,user292237@example.com,عمران,القاهرة,عادي,2000.0,بطاقة,بانتظار الدفع,51500.0,YER,51500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":39000.0,""total"":39000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10500.0,""total"":10500.0}]"
طلب-102628,2025-01-30T20:33:00,مرتجع,عميل-2628,هدى سالم,703818660,user409554@example.com,الحديدة,التحرير,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,889000.0,YER,889000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":""219000.0"",""total"":438000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":22500.0,""total"":45000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":200500.0,""total"":401000.0}]"
طلب-102629,2025-02-18T08:21:00,تم التسليم,عميل-2629,يوسف طارق,709623347,user637082@example.com,المكلا,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,689000.0,YER,689000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":226000.0,""total"":452000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":117500.0,""total"":235000.0}]"
طلب-102630,2025-02-24T10:59:00,قيد الشحن,عميل-2630,هدى سالم,730899053,user301314@example.com,حجة,خور مكسر,عادي,2000.0,محفظة إلكترونية,تم الدفع,16000.0,YER,16000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":14000.0,""total"":14000.0}]"
طلب-102631,2025-02-21T06:02:00,تم التسليم,عميل-2631,فاطمة أحمد,731156169,user593178@example.com,صنعاء,الحصبة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,482000.0,ريال يمني,482000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":240000.0,""total"":480000.0}]"
طلب-102632,2025-01-01T10:27:00,قيد الشحن,عميل-2632,أحمد محمد,709986380,user676394@example.com,الحديدة,الحصبة,عادي,2000.0,بطاقة,تم الدفع,98000.0,YER,98000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":42000.0,""total"":84000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6000.0,""total"":12000.0}]"
طلب-102633,2025-01-16T06:39:00,قيد الانتظار,عميل-2633,علي حسين,736295758,user51308@example.com,الحديدة,الحصبة,عادي,2000.0,بطاقة,بانتظار الدفع,60000.0,YER,60000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":14500.0,""total"":29000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":10000.0,""total"":20000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":9000.0,""total"":9000.0}]"
طلب-102634,2025-19-45 99:70:00,مرتجع,عميل-2634,محمد علي,719536285,user752166@example.com,الحديدة,خور مكسر,سريع,5000.0,محفظة إلكترونية,تم الدفع,821000.0,YER,821000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":255500.0,""total"":766500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":11500.0,""total"":11500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":38000.0,""total"":38000.0}]"
طلب-102635,2025-02-06T02:43:00,ملغي,عميل-2635,محمد علي,708082113,user423036@example.com,لحج,خور مكسر,عادي,2000.0,بطاقة,بانتظار الدفع,99500.0,YER,99500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":7500.0,""total"":22500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":25000.0,""total"":75000.0}]"
طلب-102636,2025-01-22T20:06:00,تم التسليم,عميل-2636,أحمد محمد,779918369,user529913@example.com,الحديدة,شعوب,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,23000.0,YER,23000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":10500.0,""total"":21000.0}]"
طلب-102637,2025-04-18T20:18:00,ملغي,عميل-2637,أحمد محمد,739021078,user679406@example.com,عمران,جبلة,عادي,2000.0,بطاقة,بانتظار الدفع,163000.0,YER,163000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":12000.0,""total"":12000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":149000.0,""total"":149000.0}]"
طلب-102638,2025-01-29T21:35:00,مؤكد,عميل-2638,هدى سالم,777080190,user375369@example.com,عدن,حدة,سريع,5000.0,بطاقة,تم الدفع,564500.0,YER,564500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":""غير معروف"",""total"":""غير معروف""},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":10500.0,""total"":31500.0}]"
طلب-102639,2025-04-15T14:31:00,قيد الانتظار,عميل-2639,هدى سالم,731005873,user599641@example.com,الحديدة,الحصبة,عادي,2000.0,بطاقة,تم الدفع,596000.0,YER,596000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":4000.0,""total"":12000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":12000.0,""total"":12000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":190000.0,""total"":570000.0}]"
طلب-102640,2025-01-26T21:24:00,ملغي,عميل-2640,خالد سالم,771998810,user536609@example.com,ذمار,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,558000.0,YER,558000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":8500.0,""total"":17000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":247000.0,""total"":494000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":45000.0,""total"":45000.0}]"
طلب-102641,2025-02-15T14:36:00,مرتجع,عميل-2641,ريم عادل,731122970,user438298@example.com,صنعاء,القاهرة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,57000.0,YER,57000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":17000.0,""total"":34000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":6000.0,""total"":18000.0}]"
طلب-102642,2025-01-14T02:06:00,ملغي,عميل-2642,أروى محمد,770605062,user137778@example.com,تعز,حدة,عادي,ألفان,بطاقة,تم الدفع,11000.0,YER,11000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":4500.0,""total"":9000.0}]"
طلب-102643,2025-04-05T07:45:00,قيد الشحن,عميل-2643,أحمد محمد,701999016,user568638@example.com,عدن,خور مكسر,سريع,5000.0,محفظة إلكترونية,تم الدفع,654500.00 ريال,YER,654500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":25500.0,""total"":51000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":22500.0,""total"":22500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":192000.0,""total"":576000.0}]"
طلب-102644,2025-01-24T09:14:00,تم التسليم,عميل-2644,فاطمة أحمد,774021669,user803562@example.com,تعز,حدة,عادي,2000.0,بطاقة,بانتظار الدفع,-522000.0,YER,522000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":228000.0,""total"":228000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":146000.0,""total"":292000.0}]"
طلب-102645,2025-01-30T03:40:00,تم التسليم,عميل-2645,علي حسين,708946449,user187060@example.com,عمران,كريتر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,328000.0,YER,328000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":7500.0,""total"":7500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":30000.0,""total"":90000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":228500.0,""total"":228500.0}]"
طلب-102646,2025-02-19T19:06:00,مؤكد,عميل-2646,ريم عادل,710150538,user107959@example.com,ذمار,خور مكسر,عادي,2000.0,محفظة إلكترونية,تم الدفع,24500.0,YER,24500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":7500.0,""total"":22500.0}]"
طلب-102647,2025-01-29T19:19:00,مؤكد,عميل-2647,هدى سالم,700748185,user934145@example.com,الحديدة,حدة,سريع,5000.0,بطاقة,تم الدفع,549500.0,YER,549500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":122500.0,""total"":122500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":202500.0,""total"":405000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":8500.0,""total"":17000.0}]"
طلب-102648,2025-01-20T12:00:00,مؤكد,عميل-2648,محمد علي,779408107,user67000@example.com,عدن,جبلة,عادي,2000.0,بطاقة,بانتظار الدفع,777000.0,YER,777000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":8000.0,""total"":16000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":245000.0,""total"":735000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8000.0,""total"":24000.0}]"
طلب-102649,2025-02-06T18:38:00,تم التسليم,عميل-2649,هدى سالم,770382365,user694112@example.com,عمران,كريتر,سريع,5000.0,بطاقة,تم الدفع,223500.0,YER,223500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":197000.0,""total"":197000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":10500.0,""total"":10500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":5500.0,""total"":11000.0}]"
طلب-102650,2025-03-30T08:56:00,قيد الشحن,عميل-2650,فاطمة أحمد,737192982,user688027@example.com,عمران,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,480500.0,YER,480500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":158500.0,""total"":475500.0}]"
طلب-102651,2025-01-29T10:21:00,تم التسليم,عميل-2651,خالد سالم,732047723,user919339@example.com,إب,التحرير,سريع,5000.0,محفظة إلكترونية,تم الدفع,82500.0,YER,82500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":19000.0,""total"":38000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":8500.0,""total"":17000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7500.0,""total"":22500.0}]"
طلب-102652,2025-03-25T22:39:00,مرتجع,عميل-2652,سارة ياسر,715069771,user66651@example.com,إب,التحرير,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,297500.0,YER,297500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":""14000.0"",""total"":14000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":133500.0,""total"":267000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":11500.0,""total"":11500.0}]"
طلب-102653,2025-04-10T16:11:00,ملغي,عميل-2653,محمد علي,717482192,user554868@example.com,صنعاء,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,615000.0,YER,615000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":201000.0,""total"":603000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10000.0,""total"":10000.0}]"
طلب-102654,2025-02-23T18:18:00,مرتجع,عميل-2654,علي حسين,738648578,user870361@example.com,صنعاء,شعوب,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,603500.0,YER,603500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":42500.0,""total"":42500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":11500.0,""total"":11500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":181500.0,""total"":544500.0}]"
طلب-102655,2025-03-21T13:19:00,ملغي,عميل-2655,فاطمة أحمد,731189997,user291393@example.com,المكلا,شعوب,عادي,2000.0,محفظة إلكترونية,تم الدفع,95500.0,YER,"95,500.00","[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":40000.0,""total"":80000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":13500.0,""total"":13500.0}]"
طلب-102656,2025-03-08T12:37:00,مؤكد,عميل-2656,فاطمة أحمد,+967 777275045,user734832@example.com,المكلا,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,213500.0,YER,213500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":211500.0,""total"":211500.0}]"
طلب-102657,2025-03-23T10:11:00,قيد الانتظار,عميل-2657,أحمد محمد,731034715,user895221@example.com,حجة,التحرير,سريع,5000.0,محفظة إلكترونية,تم الدفع,50000.0,YER,50000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":15000.0,""total"":45000.0}]"
طلب-102658,2025-01-20T23:03:00,تم التسليم,عميل-2658,أروى محمد,703195236,user453003@example.com,حجة,كريتر,عادي,2000.0,بطاقة,بانتظار الدفع,222000.0,YER,222000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":201000.0,""total"":201000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":9500.0,""total"":19000.0}]"
طلب-102659,2025-01-07T07:03:00,تم التسليم,عميل-2659,ريم عادل,774552975,user683900@example.com,حجة,القاهرة,سريع,٥٠٠٠٫٠,محفظة إلكترونية,تم الدفع,39500.0,YER,39500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":34500.0,""total"":34500.0}]"
طلب-102660,2025-01-09T09:35:00,مرتجع,عميل-2660,ريم عادل,772600626,user592942@@example.com,ذمار,القاهرة,سريع,5000.0,محفظة إلكترونية,تم الدفع,686500.0,YER,686500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":7500.0,""total"":22500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":234000.0,""total"":468000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":191000.0,""total"":191000.0}]"
طلب-102661,2025-02-26T12:36:00,قيد الانتظار,عميل-2661,أحمد محمد,736576346,user238646@example.com,عدن,القاهرة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,322000.0,YER,322000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":9000.0,""total"":27000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":133000.0,""total"":266000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":13500.0,""total"":27000.0}]"
طلب-102662,2025-03-12T10:27:00,مرتجع,عميل-2662,فاطمة أحمد,774258595,user223933@example.com,إب,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,27500.0,عملة غير معروفة,27500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":8500.0,""total"":25500.0}]"
طلب-102663,2025-02-23T19:56:00,مرتجع,عميل-2663,يوسف طارق,731065403,user682528@example.com,صنعاء,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,26000.0,YER,26000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":7000.0,""total"":21000.0}]"
